x-axis,2
second,Volt
+27.302200000E-03,
+27.302205600E-03,
+27.302211200E-03,
+27.302216800E-03,
+27.302222400E-03,
+27.302228000E-03,
+27.302233600E-03,
+27.302239200E-03,
+27.302244800E-03,
+27.302250400E-03,
+27.302256000E-03,
+27.302261600E-03,
+27.302267200E-03,
+27.302272800E-03,
+27.302278400E-03,+7.263399410993E+00
+27.302284000E-03,+7.263399410993E+00
+27.302289600E-03,+7.263399410993E+00
+27.302295200E-03,+7.263399410993E+00
+27.302300800E-03,+7.263399410993E+00
+27.302306400E-03,+7.263399410993E+00
+27.302312000E-03,+7.289932073219E+00
+27.302317600E-03,+7.300545140086E+00
+27.302323200E-03,+7.311158205340E+00
+27.302328800E-03,+7.263399410993E+00
+27.302334400E-03,+7.279319009784E+00
+27.302340000E-03,+7.316464737058E+00
+27.302345600E-03,+7.279319007758E+00
+27.302351200E-03,+7.311158205547E+00
+27.302356800E-03,+7.263399410993E+00
+27.302362400E-03,+7.300545138060E+00
+27.302368000E-03,+7.263399410993E+00
+27.302373600E-03,+7.263399410993E+00
+27.302379200E-03,+7.263399410993E+00
+27.302384800E-03,+7.263399410993E+00
+27.302390400E-03,+7.263399410993E+00
+27.302396000E-03,+7.316464737058E+00
+27.302401600E-03,+7.263399410993E+00
+27.302407200E-03,+7.311158205961E+00
+27.302412800E-03,+7.263399410993E+00
+27.302418400E-03,+7.263399410993E+00
+27.302424000E-03,+7.289932072391E+00
+27.302429600E-03,+7.263399410993E+00
+27.302435200E-03,+7.316464737058E+00
+27.302440800E-03,+7.268705945357E+00
+27.302446400E-03,+7.263399410993E+00
+27.302452000E-03,+7.263399410993E+00
+27.302457600E-03,+7.279319006930E+00
+27.302463200E-03,+7.263399410993E+00
+27.302468800E-03,+7.268705945564E+00
+27.302474400E-03,+7.263399410993E+00
+27.302480000E-03,+7.263399410993E+00
+27.302485600E-03,+7.263399410993E+00
+27.302491200E-03,+7.263399410993E+00
+27.302496800E-03,+7.263399410993E+00
+27.302502400E-03,+7.263399410993E+00
+27.302508000E-03,+7.316464737058E+00
+27.302513600E-03,+7.263399410993E+00
+27.302519200E-03,+7.263399410993E+00
+27.302524800E-03,+7.263399410993E+00
+27.302530400E-03,+7.300545136818E+00
+27.302536000E-03,+7.263399410993E+00
+27.302541600E-03,+7.263399410993E+00
+27.302547200E-03,+7.263399410993E+00
+27.302552800E-03,+7.263399410993E+00
+27.302558400E-03,+7.263399410993E+00
+27.302564000E-03,+7.263399410993E+00
+27.302569600E-03,+7.263399410993E+00
+27.302575200E-03,+7.263399410993E+00
+27.302580800E-03,+7.268705946392E+00
+27.302586400E-03,+7.263399410993E+00
+27.302592000E-03,+7.263399410993E+00
+27.302597600E-03,+7.263399410993E+00
+27.302603200E-03,+7.258092881345E+00
+27.302608800E-03,+7.210334084928E+00
+27.302614400E-03,+7.263399410993E+00
+27.302620000E-03,+7.263399410993E+00
+27.302625600E-03,+7.263399410993E+00
+27.302631200E-03,+7.311158207616E+00
+27.302636800E-03,+7.263399410993E+00
+27.302642400E-03,+7.263399410993E+00
+27.302648000E-03,+7.263399410993E+00
+27.302653600E-03,+7.263399410993E+00
+27.302659200E-03,+7.263399410993E+00
+27.302664800E-03,+7.263399410993E+00
+27.302670400E-03,+7.279319012267E+00
+27.302676000E-03,+7.316464737058E+00
+27.302681600E-03,+7.263399410993E+00
+27.302687200E-03,+7.268705940020E+00
+27.302692800E-03,+7.316464737058E+00
+27.302698400E-03,+7.316464737058E+00
+27.302704000E-03,+7.263399410993E+00
+27.302709600E-03,+7.263399410993E+00
+27.302715200E-03,+7.263399410993E+00
+27.302720800E-03,+7.263399410993E+00
+27.302726400E-03,+7.263399410993E+00
+27.302732000E-03,+7.263399410993E+00
+27.302737600E-03,+7.279319004861E+00
+27.302743200E-03,+7.263399410993E+00
+27.302748800E-03,+7.311158200417E+00
+27.302754400E-03,+7.263399410993E+00
+27.302760000E-03,+7.263399410993E+00
+27.302765600E-03,+7.247479817332E+00
+27.302771200E-03,+7.263399410993E+00
+27.302776800E-03,+7.263399410993E+00
+27.302782400E-03,+7.279319013095E+00
+27.302788000E-03,+7.263399410993E+00
+27.302793600E-03,+7.263399410993E+00
+27.302799200E-03,+7.263399410993E+00
+27.302804800E-03,+7.263399410993E+00
+27.302810400E-03,+7.247479808684E+00
+27.302816000E-03,+7.263399410993E+00
+27.302821600E-03,+7.263399410993E+00
+27.302827200E-03,+7.263399410993E+00
+27.302832800E-03,+7.263399410993E+00
+27.302838400E-03,+7.263399410993E+00
+27.302844000E-03,+7.263399410993E+00
+27.302849600E-03,+7.263399410993E+00
+27.302855200E-03,+7.263399410993E+00
+27.302860800E-03,+7.263399410993E+00
+27.302866400E-03,+7.263399410993E+00
+27.302872000E-03,+7.263399410993E+00
+27.302877600E-03,+7.263399410993E+00
+27.302883200E-03,+7.263399410993E+00
